type,question_id,question,button_name,country
"adult,challenges","adult,Argentina,challenges","As a adult in Argentina, my biggest problem is",Biggest challenge adult face,Argentina
"seniors,challenges","seniors,Argentina,challenges","As a seniors in Argentina, my biggest problem is",Biggest challenge seniors face,Argentina
"teenager,challenges","teenager,Armenia,challenges","As a teenager in Armenia, my biggest problem is",Biggest challenge teenager face,Armenia
"adult,challenges","adult,Armenia,challenges","As a adult in Armenia, my biggest problem is",Biggest challenge adult face,Armenia
"seniors,challenges","seniors,Armenia,challenges","As a seniors in Armenia, my biggest problem is",Biggest challenge seniors face,Armenia
"teenager,challenges","teenager,United States of America,challenges","As a teenager in United States of America, my biggest problem is",Biggest challenge teenager face,United States of America
"adult,challenges","adult,United States of America,challenges","As a adult in United States of America, my biggest problem is",Biggest challenge adult face,United States of America
"seniors,challenges","seniors,United States of America,challenges","As a seniors in United States of America, my biggest problem is",Biggest challenge seniors face,United States of America
"teenager,challenges","teenager,Antarctica,challenges","As a teenager in Antarctica, my biggest problem is",Biggest challenge teenager face,Antarctica
"adult,challenges","adult,Antarctica,challenges","As a adult in Antarctica, my biggest problem is",Biggest challenge adult face,Antarctica
"seniors,challenges","seniors,Antarctica,challenges","As a seniors in Antarctica, my biggest problem is",Biggest challenge seniors face,Antarctica
"teenager,challenges","teenager,Australia,challenges","As a teenager in Australia, my biggest problem is",Biggest challenge teenager face,Australia
"adult,challenges","adult,Australia,challenges","As a adult in Australia, my biggest problem is",Biggest challenge adult face,Australia
"seniors,challenges","seniors,Australia,challenges","As a seniors in Australia, my biggest problem is",Biggest challenge seniors face,Australia
"teenager,challenges","teenager,France,challenges","As a teenager in France, my biggest problem is",Biggest challenge teenager face,France
"adult,challenges","adult,France,challenges","As a adult in France, my biggest problem is",Biggest challenge adult face,France
"seniors,challenges","seniors,France,challenges","As a seniors in France, my biggest problem is",Biggest challenge seniors face,France
"teenager,challenges","teenager,Antigua and Barbuda,challenges","As a teenager in Antigua and Barbuda, my biggest problem is",Biggest challenge teenager face,Antigua and Barbuda
"adult,challenges","adult,Antigua and Barbuda,challenges","As a adult in Antigua and Barbuda, my biggest problem is",Biggest challenge adult face,Antigua and Barbuda
"seniors,challenges","seniors,Antigua and Barbuda,challenges","As a seniors in Antigua and Barbuda, my biggest problem is",Biggest challenge seniors face,Antigua and Barbuda
"teenager,challenges","teenager,Austria,challenges","As a teenager in Austria, my biggest problem is",Biggest challenge teenager face,Austria
"adult,challenges","adult,Austria,challenges","As a adult in Austria, my biggest problem is",Biggest challenge adult face,Austria
"seniors,challenges","seniors,Austria,challenges","As a seniors in Austria, my biggest problem is",Biggest challenge seniors face,Austria
"teenager,challenges","teenager,Azerbaijan,challenges","As a teenager in Azerbaijan, my biggest problem is",Biggest challenge teenager face,Azerbaijan
"adult,challenges","adult,Azerbaijan,challenges","As a adult in Azerbaijan, my biggest problem is",Biggest challenge adult face,Azerbaijan
"seniors,challenges","seniors,Azerbaijan,challenges","As a seniors in Azerbaijan, my biggest problem is",Biggest challenge seniors face,Azerbaijan
"teenager,challenges","teenager,Burundi,challenges","As a teenager in Burundi, my biggest problem is",Biggest challenge teenager face,Burundi
"adult,challenges","adult,Burundi,challenges","As a adult in Burundi, my biggest problem is",Biggest challenge adult face,Burundi
"seniors,challenges","seniors,Burundi,challenges","As a seniors in Burundi, my biggest problem is",Biggest challenge seniors face,Burundi
"teenager,challenges","teenager,Belgium,challenges","As a teenager in Belgium, my biggest problem is",Biggest challenge teenager face,Belgium
"adult,challenges","adult,Belgium,challenges","As a adult in Belgium, my biggest problem is",Biggest challenge adult face,Belgium
"seniors,challenges","seniors,Belgium,challenges","As a seniors in Belgium, my biggest problem is",Biggest challenge seniors face,Belgium
"teenager,challenges","teenager,Benin,challenges","As a teenager in Benin, my biggest problem is",Biggest challenge teenager face,Benin
"adult,challenges","adult,Benin,challenges","As a adult in Benin, my biggest problem is",Biggest challenge adult face,Benin
"seniors,challenges","seniors,Benin,challenges","As a seniors in Benin, my biggest problem is",Biggest challenge seniors face,Benin
"teenager,challenges","teenager,Burkina Faso,challenges","As a teenager in Burkina Faso, my biggest problem is",Biggest challenge teenager face,Burkina Faso
"adult,challenges","adult,Burkina Faso,challenges","As a adult in Burkina Faso, my biggest problem is",Biggest challenge adult face,Burkina Faso
"seniors,challenges","seniors,Burkina Faso,challenges","As a seniors in Burkina Faso, my biggest problem is",Biggest challenge seniors face,Burkina Faso
"teenager,challenges","teenager,Bangladesh,challenges","As a teenager in Bangladesh, my biggest problem is",Biggest challenge teenager face,Bangladesh
"adult,challenges","adult,Bangladesh,challenges","As a adult in Bangladesh, my biggest problem is",Biggest challenge adult face,Bangladesh
"seniors,challenges","seniors,Bangladesh,challenges","As a seniors in Bangladesh, my biggest problem is",Biggest challenge seniors face,Bangladesh
"teenager,challenges","teenager,Bulgaria,challenges","As a teenager in Bulgaria, my biggest problem is",Biggest challenge teenager face,Bulgaria
"adult,challenges","adult,Bulgaria,challenges","As a adult in Bulgaria, my biggest problem is",Biggest challenge adult face,Bulgaria
"seniors,challenges","seniors,Bulgaria,challenges","As a seniors in Bulgaria, my biggest problem is",Biggest challenge seniors face,Bulgaria
"teenager,challenges","teenager,Bahrain,challenges","As a teenager in Bahrain, my biggest problem is",Biggest challenge teenager face,Bahrain
"adult,challenges","adult,Bahrain,challenges","As a adult in Bahrain, my biggest problem is",Biggest challenge adult face,Bahrain
"seniors,challenges","seniors,Bahrain,challenges","As a seniors in Bahrain, my biggest problem is",Biggest challenge seniors face,Bahrain
"teenager,challenges","teenager,The Bahamas,challenges","As a teenager in The Bahamas, my biggest problem is",Biggest challenge teenager face,The Bahamas
"adult,challenges","adult,The Bahamas,challenges","As a adult in The Bahamas, my biggest problem is",Biggest challenge adult face,The Bahamas
"seniors,challenges","seniors,The Bahamas,challenges","As a seniors in The Bahamas, my biggest problem is",Biggest challenge seniors face,The Bahamas
"teenager,challenges","teenager,Bosnia and Herzegovina,challenges","As a teenager in Bosnia and Herzegovina, my biggest problem is",Biggest challenge teenager face,Bosnia and Herzegovina
"adult,challenges","adult,Bosnia and Herzegovina,challenges","As a adult in Bosnia and Herzegovina, my biggest problem is",Biggest challenge adult face,Bosnia and Herzegovina
"seniors,challenges","seniors,Bosnia and Herzegovina,challenges","As a seniors in Bosnia and Herzegovina, my biggest problem is",Biggest challenge seniors face,Bosnia and Herzegovina
"teenager,challenges","teenager,Belarus,challenges","As a teenager in Belarus, my biggest problem is",Biggest challenge teenager face,Belarus
"adult,challenges","adult,Belarus,challenges","As a adult in Belarus, my biggest problem is",Biggest challenge adult face,Belarus
"seniors,challenges","seniors,Belarus,challenges","As a seniors in Belarus, my biggest problem is",Biggest challenge seniors face,Belarus
"teenager,challenges","teenager,Belize,challenges","As a teenager in Belize, my biggest problem is",Biggest challenge teenager face,Belize
"adult,challenges","adult,Belize,challenges","As a adult in Belize, my biggest problem is",Biggest challenge adult face,Belize
"seniors,challenges","seniors,Belize,challenges","As a seniors in Belize, my biggest problem is",Biggest challenge seniors face,Belize
"teenager,challenges","teenager,Bolivia,challenges","As a teenager in Bolivia, my biggest problem is",Biggest challenge teenager face,Bolivia
"adult,challenges","adult,Bolivia,challenges","As a adult in Bolivia, my biggest problem is",Biggest challenge adult face,Bolivia
"seniors,challenges","seniors,Bolivia,challenges","As a seniors in Bolivia, my biggest problem is",Biggest challenge seniors face,Bolivia
"teenager,challenges","teenager,Brazil,challenges","As a teenager in Brazil, my biggest problem is",Biggest challenge teenager face,Brazil
"adult,challenges","adult,Brazil,challenges","As a adult in Brazil, my biggest problem is",Biggest challenge adult face,Brazil
"seniors,challenges","seniors,Brazil,challenges","As a seniors in Brazil, my biggest problem is",Biggest challenge seniors face,Brazil
"teenager,challenges","teenager,Barbados,challenges","As a teenager in Barbados, my biggest problem is",Biggest challenge teenager face,Barbados
