type,question_id,question,button_name,country
"women,abortion","women,abortion,East Timor",Summarize what most women in East Timor think of abortion.,How women feel about abortion,East Timor
"women,divorce","women,divorce,East Timor",Summarize what most women in East Timor think of divorce.,How women feel about divorce,East Timor
"men,abortion","men,abortion,Tonga",Summarize what most men in Tonga think of abortion.,How men feel about abortion,Tonga
"men,divorce","men,divorce,Tonga",Summarize what most men in Tonga think of divorce.,How men feel about divorce,Tonga
"women,abortion","women,abortion,Tonga",Summarize what most women in Tonga think of abortion.,How women feel about abortion,Tonga
"women,divorce","women,divorce,Tonga",Summarize what most women in Tonga think of divorce.,How women feel about divorce,Tonga
"men,abortion","men,abortion,Trinidad and Tobago",Summarize what most men in Trinidad and Tobago think of abortion.,How men feel about abortion,Trinidad and Tobago
"men,divorce","men,divorce,Trinidad and Tobago",Summarize what most men in Trinidad and Tobago think of divorce.,How men feel about divorce,Trinidad and Tobago
"women,abortion","women,abortion,Trinidad and Tobago",Summarize what most women in Trinidad and Tobago think of abortion.,How women feel about abortion,Trinidad and Tobago
"women,divorce","women,divorce,Trinidad and Tobago",Summarize what most women in Trinidad and Tobago think of divorce.,How women feel about divorce,Trinidad and Tobago
"men,abortion","men,abortion,Tunisia",Summarize what most men in Tunisia think of abortion.,How men feel about abortion,Tunisia
"men,divorce","men,divorce,Tunisia",Summarize what most men in Tunisia think of divorce.,How men feel about divorce,Tunisia
"women,abortion","women,abortion,Tunisia",Summarize what most women in Tunisia think of abortion.,How women feel about abortion,Tunisia
"women,divorce","women,divorce,Tunisia",Summarize what most women in Tunisia think of divorce.,How women feel about divorce,Tunisia
"men,abortion","men,abortion,Turkey",Summarize what most men in Turkey think of abortion.,How men feel about abortion,Turkey
"men,divorce","men,divorce,Turkey",Summarize what most men in Turkey think of divorce.,How men feel about divorce,Turkey
"women,abortion","women,abortion,Turkey",Summarize what most women in Turkey think of abortion.,How women feel about abortion,Turkey
"women,divorce","women,divorce,Turkey",Summarize what most women in Turkey think of divorce.,How women feel about divorce,Turkey
"men,abortion","men,abortion,Taiwan",Summarize what most men in Taiwan think of abortion.,How men feel about abortion,Taiwan
"men,divorce","men,divorce,Taiwan",Summarize what most men in Taiwan think of divorce.,How men feel about divorce,Taiwan
"women,abortion","women,abortion,Taiwan",Summarize what most women in Taiwan think of abortion.,How women feel about abortion,Taiwan
"women,divorce","women,divorce,Taiwan",Summarize what most women in Taiwan think of divorce.,How women feel about divorce,Taiwan
"men,abortion","men,abortion,United Republic of Tanzania",Summarize what most men in United Republic of Tanzania think of abortion.,How men feel about abortion,United Republic of Tanzania
"men,divorce","men,divorce,United Republic of Tanzania",Summarize what most men in United Republic of Tanzania think of divorce.,How men feel about divorce,United Republic of Tanzania
"women,abortion","women,abortion,United Republic of Tanzania",Summarize what most women in United Republic of Tanzania think of abortion.,How women feel about abortion,United Republic of Tanzania
"women,divorce","women,divorce,United Republic of Tanzania",Summarize what most women in United Republic of Tanzania think of divorce.,How women feel about divorce,United Republic of Tanzania
"men,abortion","men,abortion,Uganda",Summarize what most men in Uganda think of abortion.,How men feel about abortion,Uganda
"men,divorce","men,divorce,Uganda",Summarize what most men in Uganda think of divorce.,How men feel about divorce,Uganda
"women,abortion","women,abortion,Uganda",Summarize what most women in Uganda think of abortion.,How women feel about abortion,Uganda
"women,divorce","women,divorce,Uganda",Summarize what most women in Uganda think of divorce.,How women feel about divorce,Uganda
"men,abortion","men,abortion,Ukraine",Summarize what most men in Ukraine think of abortion.,How men feel about abortion,Ukraine
"men,divorce","men,divorce,Ukraine",Summarize what most men in Ukraine think of divorce.,How men feel about divorce,Ukraine
"women,abortion","women,abortion,Ukraine",Summarize what most women in Ukraine think of abortion.,How women feel about abortion,Ukraine
"women,divorce","women,divorce,Ukraine",Summarize what most women in Ukraine think of divorce.,How women feel about divorce,Ukraine
"men,abortion","men,abortion,Uruguay",Summarize what most men in Uruguay think of abortion.,How men feel about abortion,Uruguay
"men,divorce","men,divorce,Uruguay",Summarize what most men in Uruguay think of divorce.,How men feel about divorce,Uruguay
"women,abortion","women,abortion,Uruguay",Summarize what most women in Uruguay think of abortion.,How women feel about abortion,Uruguay
"women,divorce","women,divorce,Uruguay",Summarize what most women in Uruguay think of divorce.,How women feel about divorce,Uruguay
"men,abortion","men,abortion,Uzbekistan",Summarize what most men in Uzbekistan think of abortion.,How men feel about abortion,Uzbekistan
"men,divorce","men,divorce,Uzbekistan",Summarize what most men in Uzbekistan think of divorce.,How men feel about divorce,Uzbekistan
"women,abortion","women,abortion,Uzbekistan",Summarize what most women in Uzbekistan think of abortion.,How women feel about abortion,Uzbekistan
"women,divorce","women,divorce,Uzbekistan",Summarize what most women in Uzbekistan think of divorce.,How women feel about divorce,Uzbekistan
"men,abortion","men,abortion,Vatican",Summarize what most men in Vatican think of abortion.,How men feel about abortion,Vatican
"men,divorce","men,divorce,Vatican",Summarize what most men in Vatican think of divorce.,How men feel about divorce,Vatican
"women,abortion","women,abortion,Vatican",Summarize what most women in Vatican think of abortion.,How women feel about abortion,Vatican
"women,divorce","women,divorce,Vatican",Summarize what most women in Vatican think of divorce.,How women feel about divorce,Vatican
"men,abortion","men,abortion,Saint Vincent and the Grenadines",Summarize what most men in Saint Vincent and the Grenadines think of abortion.,How men feel about abortion,Saint Vincent and the Grenadines
"men,divorce","men,divorce,Saint Vincent and the Grenadines",Summarize what most men in Saint Vincent and the Grenadines think of divorce.,How men feel about divorce,Saint Vincent and the Grenadines
"women,abortion","women,abortion,Saint Vincent and the Grenadines",Summarize what most women in Saint Vincent and the Grenadines think of abortion.,How women feel about abortion,Saint Vincent and the Grenadines
"women,divorce","women,divorce,Saint Vincent and the Grenadines",Summarize what most women in Saint Vincent and the Grenadines think of divorce.,How women feel about divorce,Saint Vincent and the Grenadines
"men,abortion","men,abortion,Venezuela",Summarize what most men in Venezuela think of abortion.,How men feel about abortion,Venezuela
"men,divorce","men,divorce,Venezuela",Summarize what most men in Venezuela think of divorce.,How men feel about divorce,Venezuela
"women,abortion","women,abortion,Venezuela",Summarize what most women in Venezuela think of abortion.,How women feel about abortion,Venezuela
"women,divorce","women,divorce,Venezuela",Summarize what most women in Venezuela think of divorce.,How women feel about divorce,Venezuela
"men,abortion","men,abortion,Vietnam",Summarize what most men in Vietnam think of abortion.,How men feel about abortion,Vietnam
"men,divorce","men,divorce,Vietnam",Summarize what most men in Vietnam think of divorce.,How men feel about divorce,Vietnam
"women,abortion","women,abortion,Vietnam",Summarize what most women in Vietnam think of abortion.,How women feel about abortion,Vietnam
"women,divorce","women,divorce,Vietnam",Summarize what most women in Vietnam think of divorce.,How women feel about divorce,Vietnam
"men,abortion","men,abortion,Vanuatu",Summarize what most men in Vanuatu think of abortion.,How men feel about abortion,Vanuatu
"men,divorce","men,divorce,Vanuatu",Summarize what most men in Vanuatu think of divorce.,How men feel about divorce,Vanuatu
"women,abortion","women,abortion,Vanuatu",Summarize what most women in Vanuatu think of abortion.,How women feel about abortion,Vanuatu
"women,divorce","women,divorce,Vanuatu",Summarize what most women in Vanuatu think of divorce.,How women feel about divorce,Vanuatu
"men,abortion","men,abortion,Samoa",Summarize what most men in Samoa think of abortion.,How men feel about abortion,Samoa
"men,divorce","men,divorce,Samoa",Summarize what most men in Samoa think of divorce.,How men feel about divorce,Samoa
"women,abortion","women,abortion,Samoa",Summarize what most women in Samoa think of abortion.,How women feel about abortion,Samoa
"women,divorce","women,divorce,Samoa",Summarize what most women in Samoa think of divorce.,How women feel about divorce,Samoa
"men,abortion","men,abortion,Yemen",Summarize what most men in Yemen think of abortion.,How men feel about abortion,Yemen
"men,divorce","men,divorce,Yemen",Summarize what most men in Yemen think of divorce.,How men feel about divorce,Yemen
"women,abortion","women,abortion,Yemen",Summarize what most women in Yemen think of abortion.,How women feel about abortion,Yemen
